 Extracted on 13-Apr-2025 Mark Ohman lab SIO 
Station values of  bryozoan_larvae  Day + Night Line 80 and Line 90 All Cruises
Cruise,Station,Line,"Cruise mid-date","Station date","Local time (PST)","Day or Night","Abundance (No. per m2)","Estimated C Biomass (mgC m-2)"
"202111SR","  110.00","   90.00","2021-11-08","2021-11-03",16:52,Day,"    0.00","    0.00"
"202111SR","  120.00","   90.00","2021-11-08","2021-11-03","10:59",Day,"    0.00","    0.00"
"202111SR","   70.00","   90.00","2021-11-08","2021-11-04",18:11,Night,  668.21,"    0.71"
"202111SR","   90.00","   90.00","2021-11-08","2021-11-04","05:26",Night,"    0.00","    0.00"
"202111SR","   80.00","   90.00","2021-11-08","2021-11-04",11:53,Day, 4855.96,"    5.50"
"202111SR","   30.00","   90.00","2021-11-08","2021-11-05",23:39,Night, 8397.67,    7.93
"202111SR","   35.00","   90.00","2021-11-08","2021-11-05",19:41,Night,13699.37,"   11.05"
"202111SR","   60.00","   90.00","2021-11-08","2021-11-05","00:45",Night, 1619.28,    1.65
"202111SR","   53.00","   90.00","2021-11-08","2021-11-05","06:06",Day, 7246.81,    6.12
"202111SR","   45.00","   90.00","2021-11-08","2021-11-05",11:35,Day, 3487.29,    3.24
"202111SR","   37.00","   90.00","2021-11-08","2021-11-05","16:50",Day, 4588.91,"    5.04"
"202111SR","   28.00","   90.00","2021-11-08","2021-11-06","02:06",Night, 7224.73,"    7.30"
"202111SR","   60.00","   80.00","2021-11-08","2021-11-10","22:30",Night," 6027.34",    4.83
"202111SR","   55.00","   80.00","2021-11-08","2021-11-10",18:13,Night, 1742.29,    1.59
"202111SR","   70.00","   80.00","2021-11-08","2021-11-11","04:50",Night,"16035.56","   15.00"
"202111SR","   80.00","   80.00","2021-11-08","2021-11-11","11:01",Day,  412.92,"    0.40"
"202111SR","   90.00","   80.00","2021-11-08","2021-11-11",17:14,Day,"  312.50","    0.29"
"202111SR","  100.00","   80.00","2021-11-08","2021-11-11","23:01",Night,  325.25,"    0.35"
"202111SR","   51.00","   80.00","2021-11-08","2021-11-13","21:09",Night, 6486.49,"    5.01"
"202204SH","   60.00","   90.00","2022-04-15","2022-04-11",17:42,Day," 1038.58",    1.47
"202204SH","   37.00","   90.00","2022-04-15","2022-04-12",19:27,Night, 5348.37,    6.24
"202204SH","   35.00","   90.00","2022-04-15","2022-04-12","21:40",Night, 1959.96,    1.94
"202204SH","   45.00","   90.00","2022-04-15","2022-04-12","09:47",Day,  514.92,"    0.58"
"202204SH","   28.00","   90.00","2022-04-15","2022-04-13","05:06",Day,"  772.00","    1.01"
"202204SH","   30.00","   90.00","2022-04-15","2022-04-13","02:12",Night,  661.94,"    0.92"
"202204SH","   55.00","   80.00","2022-04-15","2022-04-18",16:56,Day,"  227.70","    0.09"
"202204SH","   60.00","   80.00","2022-04-15","2022-04-18","20:26",Night, 1157.66,    1.31
"202204SH","   51.00","   80.00","2022-04-15","2022-04-18","03:45",Night,  379.73,"    0.45"
"202204SH","   80.00","   80.00","2022-04-15","2022-04-19","07:20",Day,"    0.00","    0.00"
"202204SH","   70.00","   80.00","2022-04-15","2022-04-19","01:43",Night," 2090.47",    2.48
"202204SH","  100.00","   80.00","2022-04-15","2022-04-19","18:02",Day,"  211.40","    0.28"
"202204SH","   90.00","   80.00","2022-04-15","2022-04-19",12:44,Day,"    0.00","    0.00"
"202208BH","  120.00","   90.00","2022-08-23","2022-08-18",17:23,Day,"    0.00","    0.00"
"202208BH","  110.00","   90.00","2022-08-23","2022-08-18",23:57,Night,"    0.00","    0.00"
"202208BH","   80.00","   90.00","2022-08-23","2022-08-19",18:45,Day,  144.41,"    0.15"
"202208BH","  100.00","   90.00","2022-08-23","2022-08-19","06:47",Day," 2325.80",    2.58
"202208BH","   90.00","   90.00","2022-08-23","2022-08-19",12:56,Day, 1891.84,    2.41
"202208BH","   70.00","   90.00","2022-08-23","2022-08-20","00:47",Night, 1345.67,    1.22
"202208BH","   45.00","   90.00","2022-08-23","2022-08-20",17:39,Day," 1203.94",    1.15
"202208BH","   60.00","   90.00","2022-08-23","2022-08-20","06:53",Day," 1525.06","    0.56"
"202208BH","   53.00","   90.00","2022-08-23","2022-08-20",12:29,Day,"  190.77","    0.22"
"202208BH","   51.00","   80.00","2022-08-23","2022-08-25","16:02",Day, 5759.27,    3.82
"202208BH","   55.00","   80.00","2022-08-23","2022-08-25",11:19,Day, 1779.64,    1.38
"202208BH","   60.00","   80.00","2022-08-23","2022-08-25",21:53,Night," 2208.14",    1.34
"202208BH","   70.00","   80.00","2022-08-23","2022-08-26","03:42",Night,"  245.01","    0.23"
"202208BH","   80.00","   80.00","2022-08-23","2022-08-26","09:33",Day,"  519.60","    0.66"
"202208BH","   90.00","   80.00","2022-08-23","2022-08-26",15:15,Day,  839.96,"    0.84"
"202208BH","  100.00","   80.00","2022-08-23","2022-08-26","21:04",Night,"  130.24","    0.14"
"202208BH","   28.00","   90.00","2022-08-23","2022-08-29","14:10",Day, 1631.43,    1.67
"202208BH","   30.00","   90.00","2022-08-23","2022-08-29",15:22,Day, 2414.58,    1.69
"202211SR","  120.00","   90.00","2022-11-13","2022-11-08",16:48,Day,"    0.00","    0.00"
"202211SR","  100.00","   90.00","2022-11-13","2022-11-09","06:49",Day, 3463.59,    3.59
"202211SR","   90.00","   90.00","2022-11-13","2022-11-09",13:27,Day,"  180.72","    0.16"
"202211SR","   80.00","   90.00","2022-11-13","2022-11-09","19:50",Night, 1916.14,"    2.08"
"202211SR","  110.00","   90.00","2022-11-13","2022-11-09",23:39,Night, 4625.32,    4.87
"202211SR","   70.00","   90.00","2022-11-13","2022-11-10","02:24",Night," 4510.27","    5.02"
"202211SR","   60.00","   90.00","2022-11-13","2022-11-10","09:44",Day," 3290.08",    3.76
"202211SR","   53.00","   90.00","2022-11-13","2022-11-10",14:28,Day,"13033.12",   13.19
"202211SR","   45.00","   90.00","2022-11-13","2022-11-10",19:39,Night,23816.91,   24.22
"202211SR","   37.00","   90.00","2022-11-13","2022-11-11","01:12",Night," 7072.99",    5.73
"202211SR","   30.00","   90.00","2022-11-13","2022-11-11","08:06",Day,"    0.00","    0.00"
"202211SR","   28.00","   90.00","2022-11-13","2022-11-11","10:27",Day," 3011.81",    2.22
"202211SR","   35.00","   90.00","2022-11-13","2022-11-11","04:09",Night, 3261.81,    2.63
"202211SR","   90.00","   80.00","2022-11-13","2022-11-16","23:10",Night,  137.27,"    0.14"
"202211SR","   80.00","   80.00","2022-11-13","2022-11-16","17:10",Day,"  260.49","    0.44"
"202211SR","   70.00","   80.00","2022-11-13","2022-11-16","10:57",Day," 1141.90","    0.95"
"202211SR","   60.00","   80.00","2022-11-13","2022-11-16","04:41",Night,"21050.81","   17.60"
"202211SR","   55.00","   80.00","2022-11-13","2022-11-16","00:18",Night, 1232.34,"    0.66"
"202211SR","  100.00","   80.00","2022-11-13","2022-11-17","05:05",Night," 2780.14","    3.02"
"202211SR","   51.00","   80.00","2022-11-13","2022-11-19","02:33",Night," 3603.36",    2.32
"202301RL","  120.00","   90.00","2023-01-17","2023-01-11","08:53",Day," 2097.02",    2.18
"202301RL","  110.00","   90.00","2023-01-17","2023-01-11",14:55,Day, 3287.54,    3.62
"202301RL","  100.00","   90.00","2023-01-17","2023-01-11","20:28",Night,   33.19,"    0.04"
"202301RL","   90.00","   90.00","2023-01-17","2023-01-12","02:10",Night, 2812.24,    3.63
"202301RL","   80.00","   90.00","2023-01-17","2023-01-12","08:37",Day, 1478.54,    1.55
"202301RL","   70.00","   90.00","2023-01-17","2023-01-12",14:32,Day, 4563.18,    4.51
"202301RL","   60.00","   90.00","2023-01-17","2023-01-12","20:15",Night, 4645.43,    5.18
"202301RL","   28.00","   90.00","2023-01-17","2023-01-13","22:07",Night," 5220.34",    4.29
"202301RL","   37.00","   90.00","2023-01-17","2023-01-13",12:26,Day, 1752.46,    1.86
"202301RL","   53.00","   90.00","2023-01-17","2023-01-13","01:14",Night," 2450.18",    2.42
"202301RL","   35.00","   90.00","2023-01-17","2023-01-13","15:08",Day," 1803.74",    1.96
"202301RL","   30.00","   90.00","2023-01-17","2023-01-13",19:18,Night," 3520.17","    3.09"
"202301RL","   45.00","   90.00","2023-01-17","2023-01-13","06:49",Day, 8376.46,"    9.05"
"202301RL","   60.00","   80.00","2023-01-17","2023-01-21",21:53,Night, 1512.41,    1.61
"202301RL","   55.00","   80.00","2023-01-17","2023-01-21",15:51,Day,  548.21,"    0.83"
"202301RL","   51.00","   80.00","2023-01-17","2023-01-21",12:27,Day,  377.63,"    0.24"
"202301RL","   80.00","   80.00","2023-01-17","2023-01-22","10:29",Day, 1122.55,    1.11
"202301RL","   70.00","   80.00","2023-01-17","2023-01-22","03:47",Night, 1436.65,    2.67
"202301RL","  100.00","   80.00","2023-01-17","2023-01-23",17:26,Day,"  607.30","    0.78"
"202301RL","   90.00","   80.00","2023-01-17","2023-01-23","08:59",Day," 2190.02",    2.29
"202304SH","  110.00","   90.00","2023-04-06","2023-03-29","07:09",Day,"    0.00","    0.00"
"202304SH","  120.00","   90.00","2023-04-06","2023-03-29","00:54",Night,"    0.00","    0.00"
"202304SH","  100.00","   90.00","2023-04-06","2023-03-29",14:19,Day,"  140.05","    0.16"
"202304SH","   90.00","   90.00","2023-04-06","2023-03-29","20:19",Night,"  880.58","    0.89"
"202304SH","   80.00","   90.00","2023-04-06","2023-03-30","02:30",Night,  529.61,"    0.55"
"202304SH","   53.00","   90.00","2023-04-06","2023-03-30",22:34,Night,  981.63,"    1.20"
"202304SH","   70.00","   90.00","2023-04-06","2023-03-30","07:48",Day,  665.95,"    0.82"
"202304SH","   60.00","   90.00","2023-04-06","2023-03-30",17:17,Day, 1784.93,    2.27
"202304SH","   45.00","   90.00","2023-04-06","2023-03-31","04:05",Night," 1831.04",    2.12
"202304SH","   28.00","   90.00","2023-04-06","2023-03-31",21:18,Night,  397.98,"    0.62"
"202304SH","   37.00","   90.00","2023-04-06","2023-03-31","08:48",Day, 2215.69,    2.65
"202304SH","   35.00","   90.00","2023-04-06","2023-03-31",12:42,Day," 3770.10",    4.46
"202304SH","   30.00","   90.00","2023-04-06","2023-03-31",23:55,Night,  924.18,    1.33
"202304SH","   80.00","   80.00","2023-04-06","2023-04-06","20:06",Night,"    0.00","    0.00"
"202304SH","   60.00","   80.00","2023-04-06","2023-04-06","06:22",Day,"    0.00","    0.00"
"202304SH","   55.00","   80.00","2023-04-06","2023-04-06","02:42",Night,"    0.00","    0.00"
"202304SH","   70.00","   80.00","2023-04-06","2023-04-06","14:10",Day,"    0.00","    0.00"
"202304SH","  100.00","   80.00","2023-04-06","2023-04-07","06:56",Day,  531.44,"    0.63"
"202304SH","   90.00","   80.00","2023-04-06","2023-04-07","01:50",Night,"    0.00","    0.00"
"202304SH","   51.00","   80.00","2023-04-06","2023-04-15","18:09",Day,  358.34,"    0.17"
"202307SR","  120.00","   90.00","2023-07-11","2023-07-06","23:30",Night,  124.72,"    0.14"
"202307SR","   90.00","   90.00","2023-07-11","2023-07-07",19:43,Day,  414.92,"    0.54"
"202307SR","  100.00","   90.00","2023-07-11","2023-07-07",12:51,Day,  435.57,"    0.44"
"202307SR","  110.00","   90.00","2023-07-11","2023-07-07","05:06",Day,  121.68,"    0.12"
"202307SR","   70.00","   90.00","2023-07-11","2023-07-08","08:51",Day,"  469.06","    0.50"
"202307SR","   80.00","   90.00","2023-07-11","2023-07-08","02:42",Night,  262.73,"    0.28"
"202307SR","   28.00","   90.00","2023-07-11","2023-07-09",17:55,Day,"    0.00","    0.00"
"202307SR","   30.00","   90.00","2023-07-11","2023-07-09",14:55,Day,  546.73,"    0.50"
"202307SR","   35.00","   90.00","2023-07-11","2023-07-09","09:04",Day,  724.19,"    0.74"
"202307SR","   37.00","   90.00","2023-07-11","2023-07-09","06:18",Day,  545.24,"    0.21"
"202307SR","   45.00","   90.00","2023-07-11","2023-07-09","00:22",Night," 1309.27",    1.59
"202307SR","   55.00","   80.00","2023-07-11","2023-07-14","01:30",Night,"    0.00","    0.00"
"202307SR","   70.00","   80.00","2023-07-11","2023-07-14",11:55,Day,"    0.00","    0.00"
"202307SR","   60.00","   80.00","2023-07-11","2023-07-14","05:35",Day, 3197.61,    1.72
"202307SR","   90.00","   80.00","2023-07-11","2023-07-15","00:13",Night,  266.11,"    0.16"
"202307SR","  100.00","   80.00","2023-07-11","2023-07-15","05:42",Day,"    0.00","    0.00"
"202307SR","   51.00","   80.00","2023-07-11","2023-07-17","06:26",Day," 2354.03",    1.72
"202311SR","  120.00","   90.00","2023-11-12","2023-11-07",16:18,Day,  144.57,"    0.13"
"202311SR","  110.00","   90.00","2023-11-12","2023-11-07",22:36,Night,   65.54,"    0.06"
"202311SR","  100.00","   90.00","2023-11-12","2023-11-08","04:59",Night,   64.51,"    0.06"
"202311SR","   80.00","   90.00","2023-11-12","2023-11-08",17:42,Day,   37.36,"    0.04"
"202311SR","   90.00","   90.00","2023-11-12","2023-11-08",11:15,Day,"    0.00","    0.00"
"202311SR","   70.00","   90.00","2023-11-12","2023-11-08","00:29",Night,  437.59,"    0.44"
"202311SR","   53.00","   90.00","2023-11-12","2023-11-09","11:01",Day, 3319.65,    3.67
"202311SR","   37.00","   90.00","2023-11-12","2023-11-09","21:40",Night, 1487.84,"    1.40"
"202311SR","   45.00","   90.00","2023-11-12","2023-11-09",15:58,Day," 1145.02","    0.87"
"202311SR","   60.00","   90.00","2023-11-12","2023-11-09","06:15",Day,"  271.03","    0.27"
"202311SR","   35.00","   90.00","2023-11-12","2023-11-10","00:29",Night, 3269.79,    2.19
"202311SR","   30.00","   90.00","2023-11-12","2023-11-10","04:48",Night, 2754.79,    2.19
"202311SR","   28.00","   90.00","2023-11-12","2023-11-10","07:59",Day," 2922.08","    2.50"
"202311SR","   60.00","   80.00","2023-11-12","2023-11-14",22:34,Night, 5679.22,    5.48
"202311SR","   55.00","   80.00","2023-11-12","2023-11-14",18:13,Night,"11630.46",   13.32
"202311SR","  100.00","   80.00","2023-11-12","2023-11-15",23:37,Night,"  880.66","    1.03"
"202311SR","   90.00","   80.00","2023-11-12","2023-11-15","17:08",Day,"  704.60","    0.82"
"202311SR","   80.00","   80.00","2023-11-12","2023-11-15","10:48",Day, 1827.43,    1.86
"202311SR","   70.00","   80.00","2023-11-12","2023-11-15","04:45",Night," 5513.06",    4.89
"202311SR","   51.00","   80.00","2023-11-12","2023-11-17",18:33,Night,"10470.01","    7.07"
"202401RL","  120.00","   90.00","2024-01-26","2024-01-22","06:42",Day,"  275.06","    0.29"
"202401RL","  110.00","   90.00","2024-01-26","2024-01-22",12:24,Day,   29.84,"    0.02"
"202401RL","  100.00","   90.00","2024-01-26","2024-01-22",18:27,Day,"    0.00","    0.00"
"202401RL","   80.00","   90.00","2024-01-26","2024-01-23","06:27",Day,  236.36,"    0.25"
"202401RL","   90.00","   90.00","2024-01-26","2024-01-23","00:38",Night,  926.32,"    0.95"
"202401RL","   53.00","   90.00","2024-01-26","2024-01-23",23:42,Night," 1391.08",    1.57
"202401RL","   70.00","   90.00","2024-01-26","2024-01-23","12:20",Day,  164.23,"    0.13"
"202401RL","   35.00","   90.00","2024-01-26","2024-01-24","13:09",Day," 4040.88",    3.36
"202401RL","   28.00","   90.00","2024-01-26","2024-01-24","19:05",Night,  538.83,"    0.47"
"202401RL","   30.00","   90.00","2024-01-26","2024-01-24",16:47,Day," 1858.08",    1.57
"202401RL","   37.00","   90.00","2024-01-26","2024-01-24","09:47",Day," 2009.29",    1.73
"202401RL","   45.00","   90.00","2024-01-26","2024-01-24","05:06",Night, 2652.79,    2.87
"202401RL","   51.00","   80.00","2024-01-26","2024-01-29",21:17,Night, 1322.42,"    1.05"
"202401RL","   55.00","   80.00","2024-01-26","2024-01-30","00:35",Night,"  605.83","    0.65"
"202401RL","   60.00","   80.00","2024-01-26","2024-01-30",11:15,Day,  746.15,"    0.79"
"202401RL","   70.00","   80.00","2024-01-26","2024-01-30",16:38,Day," 2904.02",    2.63
"202401RL","   80.00","   80.00","2024-01-26","2024-01-30",21:58,Night," 1022.90","    1.00"
"202401RL","  100.00","   80.00","2024-01-26","2024-01-31","09:00",Day," 2670.06",    2.76
"202401RL","   90.00","   80.00","2024-01-26","2024-01-31","03:02",Night, 2935.71,    3.21
"202404SH","   28.00","   90.00","2024-04-04","2024-03-30","22:50",Night,  313.63,"    0.22"
"202404SH","   30.00","   90.00","2024-04-04","2024-03-30","20:32",Night," 3024.83",    2.97
"202404SH","   35.00","   90.00","2024-04-04","2024-03-31","07:57",Day," 4568.50",    3.98
"202404SH","   53.00","   90.00","2024-04-04","2024-03-31","22:20",Night,"  640.28","    0.62"
"202404SH","   45.00","   90.00","2024-04-04","2024-03-31","17:05",Day, 3926.86,    3.25
"202404SH","   37.00","   90.00","2024-04-04","2024-03-31","11:08",Day, 2144.32,"    2.00"
"202404SH","   90.00","   90.00","2024-04-04","2024-04-01","20:14",Night,"  445.50","    0.44"
"202404SH","   80.00","   90.00","2024-04-04","2024-04-01","15:04",Day,"  500.44","    0.41"
"202404SH","   60.00","   90.00","2024-04-04","2024-04-01","03:06",Night,  917.36,"    0.95"
"202404SH","   70.00","   90.00","2024-04-04","2024-04-01","08:21",Day," 1082.21",    1.31
"202404SH","  110.00","   90.00","2024-04-04","2024-04-02","06:31",Day,  269.74,"    0.26"
"202404SH","  100.00","   90.00","2024-04-04","2024-04-02","01:34",Night,"    0.00","    0.00"
"202404SH","  120.00","   90.00","2024-04-04","2024-04-02",13:36,Day,"   70.73","    0.18"
"202404SH","   70.00","   80.00","2024-04-04","2024-04-08",22:54,Night,  615.29,"    0.72"
"202404SH","   80.00","   80.00","2024-04-04","2024-04-08","13:03",Day,"  377.08","    0.35"
"202404SH","   90.00","   80.00","2024-04-04","2024-04-08","06:36",Day,  185.82,"    0.20"
"202404SH","  100.00","   80.00","2024-04-04","2024-04-08","00:54",Night,"  278.30","    0.32"
"202404SH","   60.00","   80.00","2024-04-04","2024-04-09","07:03",Day,  231.62,"    0.32"
"202404SH","   51.00","   80.00","2024-04-04","2024-04-09",19:14,Day,"    0.00","    0.00"
"202404SH","   55.00","   80.00","2024-04-04","2024-04-09","16:05",Day,"    0.00","    0.00"
"202408SR","  120.00","   90.00","2024-08-04","2024-07-30",11:57,Day,"    0.00","    0.00"
"202408SR","  110.00","   90.00","2024-08-04","2024-07-30",18:17,Day,"    0.00","    0.00"
"202408SR","  100.00","   90.00","2024-08-04","2024-07-31","00:33",Night,"    0.00","    0.00"
"202408SR","   80.00","   90.00","2024-08-04","2024-07-31",13:14,Day,"   89.20","    0.11"
"202408SR","   90.00","   90.00","2024-08-04","2024-07-31","06:53",Day,"  206.24","    0.11"
"202408SR","   70.00","   90.00","2024-08-04","2024-07-31",19:23,Day,"    0.00","    0.00"
"202408SR","   60.00","   90.00","2024-08-04","2024-08-01","02:01",Night,  546.59,"    0.57"
"202408SR","   53.00","   90.00","2024-08-04","2024-08-01","07:11",Day,  189.62,"    0.22"
"202408SR","   37.00","   90.00","2024-08-04","2024-08-01","17:01",Day,"  432.70","    0.48"
"202408SR","   45.00","   90.00","2024-08-04","2024-08-01",12:13,Day,  278.47,"    0.32"
"202408SR","   35.00","   90.00","2024-08-04","2024-08-01",19:59,Night,  448.12,"    0.55"
"202408SR","   30.00","   90.00","2024-08-04","2024-08-02","00:04",Night,  431.56,"    0.56"
"202408SR","   28.00","   90.00","2024-08-04","2024-08-02","02:26",Night,"    0.00","    0.00"
"202408SR","   80.00","   80.00","2024-08-04","2024-08-06",22:16,Night," 1670.61",    1.17
"202408SR","   70.00","   80.00","2024-08-04","2024-08-06",16:14,Day,"  545.03","    0.25"
"202408SR","   60.00","   80.00","2024-08-04","2024-08-06","10:18",Day,  551.47,"    0.21"
"202408SR","   55.00","   80.00","2024-08-04","2024-08-06","06:22",Day,  963.22,"    0.78"
"202408SR","   90.00","   80.00","2024-08-04","2024-08-07","03:58",Night,"  519.09","    0.95"
"202408SR","  100.00","   80.00","2024-08-04","2024-08-07","09:40",Day," 1704.55",    1.68
"202408SR","   51.00","   80.00","2024-08-04","2024-08-09","07:03",Day,  196.36,"    0.21"
"202411SR","   30.00","   90.00","2024-11-18","2024-11-15",21:45,Night,"  508.63","    0.39"
"202411SR","   28.00","   90.00","2024-11-18","2024-11-15","19:30",Night,"  225.04","    0.18"
"202411SR","   53.00","   90.00","2024-11-18","2024-11-16",16:29,Day, 3632.66,    4.21
"202411SR","   37.00","   90.00","2024-11-18","2024-11-16","04:39",Night,"  605.39","    0.75"
"202411SR","   35.00","   90.00","2024-11-18","2024-11-16","01:50",Night, 2191.18,    2.47
"202411SR","   45.00","   90.00","2024-11-18","2024-11-16",11:14,Day," 2331.03",    2.86
"202411SR","   60.00","   90.00","2024-11-18","2024-11-16",21:29,Night,"  777.06","    0.85"
"202411SR","   90.00","   90.00","2024-11-18","2024-11-17","15:02",Day,"    0.00","    0.00"
"202411SR","   70.00","   90.00","2024-11-18","2024-11-17","03:33",Night,  384.44,"    0.45"
"202411SR","   80.00","   90.00","2024-11-18","2024-11-17","09:35",Day,"   20.00","    0.02"
"202411SR","  100.00","   90.00","2024-11-18","2024-11-17","20:39",Night,"  199.00","    0.17"
"202411SR","  120.00","   90.00","2024-11-18","2024-11-18","08:17",Day,"    0.00","    0.00"
"202411SR","  110.00","   90.00","2024-11-18","2024-11-18","02:35",Night,   41.82,"    0.04"
"202411SR","   80.00","   80.00","2024-11-18","2024-11-19","19:30",Night,"  350.45","    0.40"
"202411SR","   90.00","   80.00","2024-11-18","2024-11-19",14:14,Day, 2473.95,    2.56
"202411SR","  100.00","   80.00","2024-11-18","2024-11-19","08:33",Day,"    0.00","    0.00"
"202411SR","   55.00","   80.00","2024-11-18","2024-11-20","10:25",Day," 1645.04",    1.54
"202411SR","   60.00","   80.00","2024-11-18","2024-11-20","06:42",Day, 2253.97,    1.56
"202411SR","   70.00","   80.00","2024-11-18","2024-11-20","01:07",Night,"  640.00","    0.69"
"202411SR","   51.00","   80.00","2024-11-18","2024-11-21","04:27",Night,"  439.70","    0.20"
"202501RL","   51.00","   80.00","2025-01-15","2025-01-15","06:31",Day,"  470.55","    0.26"
"202501RL","   55.00","   80.00","2025-01-15","2025-01-15","08:55",Day," 2000.00",    1.11
"202501RL","   60.00","   80.00","2025-01-15","2025-01-15","20:48",Night," 2400.49","    0.99"
"202501RL","   70.00","   80.00","2025-01-15","2025-01-16","02:30",Night, 7541.32,"    5.07"
"202501RL","   80.00","   80.00","2025-01-15","2025-01-16","07:38",Day," 2050.27",    1.34
"202501RL","  100.00","   80.00","2025-01-15","2025-01-16",19:39,Night,  319.92,"    0.34"
"202501RL","   90.00","   80.00","2025-01-15","2025-01-16","14:06",Day,"  710.71","    0.64"
